4,25,1963,1972
4,25,1964,2019
4,25,1965,2193
4,25,1966,2369
4,25,1967,2537
4,25,1968,2824
4,25,1969,3064
4,25,1970,3265
4,25,1971,3497
4,25,1972,3980
4,25,1973,4493
4,25,1974,4743
4,25,1975,5122
4,25,1976,5988
4,25,1977,6487
4,25,1978,7137
4,25,1979,7979
4,25,1980,8455
4,25,1981,9461
4,25,1982,9627
4,25,1983,10113
4,25,1984,11149
4,25,1985,11645
4,25,1986,11951
4,25,1987,12954
4,25,1988,13771
4,25,1989,14454
4,25,1990,15029
4,25,1991,15724
4,25,1992,16775
4,25,1993,17830
4,25,1994,19190
4,25,1995,20195
4,25,1996,20909
4,25,1997,22073
4,25,1998,22906
4,25,1999,22715
4,25,2000,23257
4,25,2001,23776
4,25,2002,24354
4,25,2003,25854
4,25,2004,27112
4,25,2005,28348
4,25,2006,30049
4,25,2007,31440
4,25,2008,32156
4,25,2009,31149
4,25,2010,31868
4,25,2011,32313
4,25,2012,34003
4,25,2013,35157
4,37,1963,2522
4,37,1964,2675
4,37,1965,2855
4,37,1966,3043
4,37,1967,3249
4,37,1968,3530
4,37,1969,3796
4,37,1970,4040
4,37,1971,4308
4,37,1972,4793
4,37,1973,5376
4,37,1974,5930
4,37,1975,6553
4,37,1976,7375
4,37,1977,8382
4,37,1978,9305
4,37,1979,10621
4,37,1980,12368
4,37,1981,14673
4,37,1982,15382
4,37,1983,14497
4,37,1984,15611
4,37,1985,16130
4,37,1986,15063
4,37,1987,15281
4,37,1988,16630
4,37,1989,17461
4,37,1990,18358
4,37,1991,18779
4,37,1992,19316
4,37,1993,20156
4,37,1994,20802
4,37,1995,21419
4,37,1996,22848
4,37,1997,23986
4,37,1998,25021
4,37,1999,24789
4,37,2000,26625
4,37,2001,28244
4,37,2002,28582
4,37,2003,30378
4,37,2004,32562
4,37,2005,35565
4,37,2006,38651
4,37,2007,40620
4,37,2008,43774
4,37,2009,39538
4,37,2010,40982
4,37,2011,43699
4,37,2012,44927
4,37,2013,47288
4,8,1963,3903
4,8,1964,4161
4,8,1965,4562
4,8,1966,4810
4,8,1967,4962
4,8,1968,5401
4,8,1969,5683
4,8,1970,5753
4,8,1971,6410
4,8,1972,6943
4,8,1973,7799
4,8,1974,8123
4,8,1975,8535
4,8,1976,9228
4,8,1977,10181
4,8,1978,11279
4,8,1979,12197
4,8,1980,13276
4,8,1981,14831
4,8,1982,15853
4,8,1983,17526
4,8,1984,19499
4,8,1985,21175
4,8,1986,22529
4,8,1987,24442
4,8,1988,26075
4,8,1989,28711
4,8,1990,29763
4,8,1991,31835
4,8,1992,32963
4,8,1993,33281
4,8,1994,35730
4,8,1995,37988
4,8,1996,39348
4,8,1997,49209
4,8,1998,52014
4,8,1999,51232
4,8,2000,54011
4,8,2001,54239
4,8,2002,53361
4,8,2003,55523
4,8,2004,59575
4,8,2005,61484
4,8,2006,64021
4,8,2007,64676
4,8,2008,61271
4,8,2009,62900
4,8,2010,64052
4,8,2011,64552
4,8,2012,66136
4,8,2013,67732
4,24,1963,3043
4,24,1964,3191
4,24,1965,3474
4,24,1966,3801
4,24,1967,3995
4,24,1968,4361
4,24,1969,4705
4,24,1970,4901
4,24,1971,5201
4,24,1972,5670
4,24,1973,6692
4,24,1974,7103
4,24,1975,7561
4,24,1976,8300
4,24,1977,9254
4,24,1978,10398
4,24,1979,11605
4,24,1980,12293
4,24,1981,13475
4,24,1982,13911
4,24,1983,14959
4,24,1984,17165
4,24,1985,18123
4,24,1986,18893
4,24,1987,20156
4,24,1988,21390
4,24,1989,22663
4,24,1990,23408
4,24,1991,23892
4,24,1992,25474
4,24,1993,25889
4,24,1994,27800
4,24,1995,28995
4,24,1996,30954
4,24,1997,35303
4,24,1998,36923
4,24,1999,36468
4,24,2000,39209
4,24,2001,39891
4,24,2002,41178
4,24,2003,43256
4,24,2004,45679
4,24,2005,47790
4,24,2006,48697
4,24,2007,49817
4,24,2008,50521
4,24,2009,49120
4,24,2010,51267
4,24,2011,53425
4,24,2012,55445
4,24,2013,57575
4,14,1963,3799
4,14,1964,4015
4,14,1965,4300
4,14,1966,4654
4,14,1967,4825
4,14,1968,5123
4,14,1969,5511
4,14,1970,5642
4,14,1971,6013
4,14,1972,6529
4,14,1973,7219
4,14,1974,7812
4,14,1975,8480
4,14,1976,9227
4,14,1977,10089
4,14,1978,11205
4,14,1979,12191
4,14,1980,12704
4,14,1981,13951
4,14,1982,14380
4,14,1983,15174
4,14,1984,17021
4,14,1985,18095
4,14,1986,19205
4,14,1987,20297
4,14,1988,22142
4,14,1989,23367
4,14,1990,24361
4,14,1991,24935
4,14,1992,26187
4,14,1993,27103
4,14,1994,29210
4,14,1995,30350
4,14,1996,31689
4,14,1997,36476
4,14,1998,38046
4,14,1999,37778
4,14,2000,39768
4,14,2001,40504
4,14,2002,41078
4,14,2003,42333
4,14,2004,44489
4,14,2005,46601
4,14,2006,49279
4,14,2007,50896
4,14,2008,50384
4,14,2009,49776
4,14,2010,50833
4,14,2011,52653
4,14,2012,54719
4,14,2013,55945
4,4,1963,2022
4,4,1964,2187
4,4,1965,2347
4,4,1966,2563
4,4,1967,2700
4,4,1968,2999
4,4,1969,3258
4,4,1970,3454
4,4,1971,3773
4,4,1972,4209
4,4,1973,4803
4,4,1974,5173
4,4,1975,5533
4,4,1976,6319
4,4,1977,6878
4,4,1978,7799
4,4,1979,8417
4,4,1980,8859
4,4,1981,9982
4,4,1982,10255
4,4,1983,10969
4,4,1984,12271
4,4,1985,12602
4,4,1986,13207
4,4,1987,13945
4,4,1988,14942
4,4,1989,15824
4,4,1990,16414
4,4,1991,17444
4,4,1992,18633
4,4,1993,19365
4,4,1994,20616
4,4,1995,21540
4,4,1996,22540
4,4,1997,24313
4,4,1998,25809
4,4,1999,25561
4,4,2000,26133
4,4,2001,26714
4,4,2002,27596
4,4,2003,29201
4,4,2004,31572
4,4,2005,33699
4,4,2006,35397
4,4,2007,36365
4,4,2008,37520
4,4,2009,36537
4,4,2010,38106
4,4,2011,39334
4,4,2012,40339
4,4,2013,41974
4,32,1963,3064
4,32,1964,3137
4,32,1965,3272
4,32,1966,3428
4,32,1967,3514
4,32,1968,3829
4,32,1969,4046
4,32,1970,4331
4,32,1971,4578
4,32,1972,5016
4,32,1973,5605
4,32,1974,6300
4,32,1975,6965
4,32,1976,7743
4,32,1977,8245
4,32,1978,9215
4,32,1979,10262
4,32,1980,12014
4,32,1981,13889
4,32,1982,14109
4,32,1983,14259
4,32,1984,15103
4,32,1985,15666
4,32,1986,14908
4,32,1987,15170
4,32,1988,15739
4,32,1989,16575
4,32,1990,17482
4,32,1991,19478
4,32,1992,20457
4,32,1993,22534
4,32,1994,24777
4,32,1995,24498
4,32,1996,25413
4,32,1997,28530
4,32,1998,29724
4,32,1999,29484
4,32,2000,30602
4,32,2001,31167
4,32,2002,31837
4,32,2003,33958
4,32,2004,36902
4,32,2005,38404
4,32,2006,39608
4,32,2007,40578
4,32,2008,42006
4,32,2009,39943
4,32,2010,40580
4,32,2011,42030
4,32,2012,42806
4,32,2013,44236
4,15,1963,3258
4,15,1964,3444
4,15,1965,3762
4,15,1966,4011
4,15,1967,4146
4,15,1968,4446
4,15,1969,4708
4,15,1970,4717
4,15,1971,5120
4,15,1972,5656
4,15,1973,6375
4,15,1974,6655
4,15,1975,7041
4,15,1976,8149
4,15,1977,8862
4,15,1978,9865
4,15,1979,10579
4,15,1980,10722
4,15,1981,11810
4,15,1982,11884
4,15,1983,12721
4,15,1984,14447
4,15,1985,15022
4,15,1986,15848
4,15,1987,16746
4,15,1988,18117
4,15,1989,19407
4,15,1990,19947
4,15,1991,20411
4,15,1992,21978
4,15,1993,23019
4,15,1994,24741
4,15,1995,25704
4,15,1996,26812
4,15,1997,31429
4,15,1998,32683
4,15,1999,32434
4,15,2000,33878
4,15,2001,33850
4,15,2002,34953
4,15,2003,36590
4,15,2004,38602
4,15,2005,39339
4,15,2006,40683
4,15,2007,42507
4,15,2008,42740
4,15,2009,40628
4,15,2010,43650
4,15,2011,44815
4,15,2012,46933
4,15,2013,48259
4,21,1963,3030
4,21,1964,3199
4,21,1965,3406
4,21,1966,3671
4,21,1967,3811
4,21,1968,4155
4,21,1969,4495
4,21,1970,4754
4,21,1971,5097
4,21,1972,5548
4,21,1973,6111
4,21,1974,6624
4,21,1975,7119
4,21,1976,7817
4,21,1977,8476
4,21,1978,9385
4,21,1979,10330
4,21,1980,11241
4,21,1981,12463
4,21,1982,13154
4,21,1983,14422
4,21,1984,16017
4,21,1985,17421
4,21,1986,18664
4,21,1987,20015
4,21,1988,21744
4,21,1989,22728
4,21,1990,23508
4,21,1991,23713
4,21,1992,24279
4,21,1993,25245
4,21,1994,26540
4,21,1995,27430
4,21,1996,28369
4,21,1997,33284
4,21,1998,35059
4,21,1999,34725
4,21,2000,36439
4,21,2001,38474
4,21,2002,40225
4,21,2003,41842
4,21,2004,44710
4,21,2005,47376
4,21,2006,49511
4,21,2007,51535
4,21,2008,52637
4,21,2009,53123
4,21,2010,54632
4,21,2011,55860
4,21,2012,57177
4,21,2013,57749
4,19,1963,2860
4,19,1964,3038
4,19,1965,3276
4,19,1966,3598
4,19,1967,3916
4,19,1968,4184
4,19,1969,4510
4,19,1970,4706
4,19,1971,5022
4,19,1972,5395
4,19,1973,6001
4,19,1974,7038
4,19,1975,7892
4,19,1976,8709
4,19,1977,9879
4,19,1978,11100
4,19,1979,12479
4,19,1980,15137
4,19,1981,18024
4,19,1982,17936
4,19,1983,17492
4,19,1984,18776
4,19,1985,19144
4,19,1986,17497
4,19,1987,18068
4,19,1988,19398
4,19,1989,20592
4,19,1990,22546
4,19,1991,22581
4,19,1992,21172
4,19,1993,22210
4,19,1994,24179
4,19,1995,25778
4,19,1996,27008
4,19,1997,27554
4,19,1998,28736
4,19,1999,28604
4,19,2000,30094
4,19,2001,31405
4,19,2002,31569
4,19,2003,34877
4,19,2004,37965
4,19,2005,43772
4,19,2006,48334
4,19,2007,47768
4,19,2008,49047
4,19,2009,46722
4,19,2010,51234
4,19,2011,53039
4,19,2012,54620
4,19,2013,54822
4,13,1963,2695
4,13,1964,2862
4,13,1965,3203
4,13,1966,3299
4,13,1967,3394
4,13,1968,3593
4,13,1969,3890
4,13,1970,4204
4,13,1971,4420
4,13,1972,4943
4,13,1973,5730
4,13,1974,6419
4,13,1975,7013
4,13,1976,7691
4,13,1977,8157
4,13,1978,9276
4,13,1979,9957
4,13,1980,10460
4,13,1981,11096
4,13,1982,10977
4,13,1983,12053
4,13,1984,12702
4,13,1985,13122
4,13,1986,13351
4,13,1987,14209
4,13,1988,15507
4,13,1989,17004
4,13,1990,17784
4,13,1991,18104
4,13,1992,19252
4,13,1993,20834
4,13,1994,22229
4,13,1995,23581
4,13,1996,24034
4,13,1997,25311
4,13,1998,27407
4,13,1999,26905
4,13,2000,29518
4,13,2001,28666
4,13,2002,29238
4,13,2003,30153
4,13,2004,31885
4,13,2005,33537
4,13,2006,35156
4,13,2007,36490
4,13,2008,36359
4,13,2009,34780
4,13,2010,35288
